latitude,longitude,altitude,gs,timestamp,fix_quality
-19.87026023,-43.96285629,161.95,466.14,1776431233000,1
-19.87026596,-43.96285629,161.95,466.14,1776431233000,1
-19.87026596,-43.96286010,161.75,372.62,1776431234000,1
-19.87026786,-43.96286010,161.75,372.62,1776431234000,1
-19.87026786,-43.96286010,161.77,403.18,1776431234399,1
-19.87026786,-43.96286010,161.79,424.84,1776431234600,1
-19.87026786,-43.96286010,161.79,424.84,1776431234600,1
-19.87026786,-43.96286010,162.32,424.84,1776431234600,1
-19.87026786,-43.96286010,162.32,424.84,1776431234600,1
-19.87026786,-43.96286010,162.32,424.84,1776431234600,1
-19.87026786,-43.96286392,162.37,68.33,1776431235600,1
-19.87026786,-43.96286392,162.37,68.33,1776431235600,1
-19.87026786,-43.96286392,162.39,68.33,1776431235600,1
-19.87026786,-43.96286392,162.39,68.33,1776431235600,1
-19.87026786,-43.96286392,162.39,68.33,1776431235600,1
-19.87026786,-43.96286392,162.39,68.33,1776431235600,1
-19.87026786,-43.96286392,162.19,0.00,1776431236600,1
-19.87026786,-43.96286392,162.19,270.94,1776431237000,1
-19.87026786,-43.96286392,162.19,270.94,1776431237000,1
-19.87026786,-43.96286392,162.21,256.13,1776431237399,1
-19.87026786,-43.96286392,162.21,256.13,1776431237399,1
-19.87026786,-43.96286392,162.21,247.98,1776431237600,1
-19.87026977,-43.96286010,162.21,247.98,1776431237600,1
-19.87026977,-43.96286010,162.21,0.00,1776431238000,1
-19.87027168,-43.96285629,162.21,0.00,1776431238000,1
-19.87027168,-43.96285629,162.36,0.00,1776431238399,1
-19.87027168,-43.96285629,162.37,0.00,1776431238799,1
-19.87027168,-43.96285629,162.37,0.00,1776431238799,1
-19.87027168,-43.96285629,162.37,0.00,1776431238799,1
-19.87027168,-43.96285629,162.37,0.00,1776431239600,1
-19.87027168,-43.96285629,162.39,0.00,1776431239600,1
-19.87027168,-43.96285629,162.39,0.00,1776431239600,1
-19.87027740,-43.96285629,162.39,0.00,1776431240200,1
-19.87027740,-43.96285629,162.06,0.00,1776431240200,1
-19.87027740,-43.96285629,162.06,0.00,1776431240200,1
-19.87027740,-43.96285629,162.07,0.00,1776431240799,1
-19.87027740,-43.96285629,162.07,0.00,1776431240799,1
-19.87027740,-43.96285629,162.07,0.00,1776431241200,1
-19.87027740,-43.96285629,162.08,0.00,1776431241200,1
-19.87027740,-43.96285629,162.08,0.00,1776431241200,1
-19.87028121,-43.96285247,162.08,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028121,-43.96285247,161.85,0.00,1776431241799,1
-19.87028884,-43.96285247,161.85,0.00,1776431243600,1
-19.87028884,-43.96285247,161.85,0.00,1776431243600,1
-19.87028884,-43.96285247,161.85,0.00,1776431243600,1
-19.87028884,-43.96285247,161.49,0.00,1776431244200,1
-19.87028884,-43.96285247,161.50,0.00,1776431244399,1
-19.87028884,-43.96285247,161.50,0.00,1776431244399,1
-19.87028884,-43.96285247,161.50,0.00,1776431244399,1
-19.87028884,-43.96285247,161.50,0.00,1776431244399,1
-19.87029075,-43.96285629,161.33,0.00,1776431245200,1
-19.87029075,-43.96285629,161.33,0.00,1776431245200,1
-19.87029075,-43.96285629,161.33,0.00,1776431245200,1
-19.87029075,-43.96285629,161.36,0.00,1776431245200,1
-19.87029075,-43.96285629,161.36,0.00,1776431245200,1
-19.87029075,-43.96285247,161.36,0.00,1776431246000,1
-19.87029075,-43.96285247,161.38,0.00,1776431246399,1
-19.87029266,-43.96285247,161.38,0.00,1776431246399,1
-19.87029266,-43.96285629,161.38,0.00,1776431246799,1
-19.87029266,-43.96285629,161.38,0.00,1776431246799,1
-19.87029266,-43.96285629,161.41,0.00,1776431247000,1
-19.87029457,-43.96285629,161.41,0.00,1776431247000,1
-19.87029457,-43.96285629,161.41,0.00,1776431247399,1
-19.87029457,-43.96285629,161.41,0.00,1776431247399,1
-19.87029266,-43.96285629,161.41,0.00,1776431247399,1
-19.87029266,-43.96285629,161.43,0.00,1776431248200,1
-19.87029266,-43.96285629,161.43,0.00,1776431248200,1
-19.87029457,-43.96285629,161.43,0.00,1776431248200,1
-19.87029457,-43.96285629,161.45,0.00,1776431248799,1
-19.87029457,-43.96285629,161.46,0.00,1776431248799,1
-19.87029457,-43.96285629,161.47,0.00,1776431249399,1
-19.87029457,-43.96285629,161.47,0.00,1776431249399,1
-19.87029457,-43.96285629,161.47,0.00,1776431249399,1
-19.87029457,-43.96285629,161.53,0.00,1776431249399,1
-19.87029647,-43.96285629,161.53,0.00,1776431249399,1
-19.87029647,-43.96285629,161.54,0.00,1776431250200,1
-19.87029647,-43.96285629,161.54,0.00,1776431250200,1
-19.87029647,-43.96285629,161.54,0.00,1776431250200,1
-19.87029647,-43.96285629,161.54,0.00,1776431251000,1
-19.87029647,-43.96285629,161.54,0.00,1776431251000,1
-19.87029647,-43.96285629,161.54,0.00,1776431251000,1
-19.87029647,-43.96285629,161.54,0.00,1776431251000,1
-19.87029647,-43.96285629,161.86,0.00,1776431251600,1
-19.87029647,-43.96285629,161.86,0.00,1776431252000,1
-19.87029647,-43.96285629,161.86,0.00,1776431252000,1
-19.87029647,-43.96285629,161.88,0.00,1776431252400,1
-19.87029647,-43.96285629,161.88,0.00,1776431252599,1
-19.87029647,-43.96285629,161.88,0.00,1776431252599,1
-19.87029647,-43.96285629,161.89,0.00,1776431253000,1
-19.87029647,-43.96285629,161.89,0.00,1776431253000,1
-19.87029838,-43.96285629,161.89,0.00,1776431253000,1
-19.87029838,-43.96285629,162.15,0.00,1776431253599,1
-19.87029838,-43.96285629,162.15,0.00,1776431253599,1
-19.87029838,-43.96285629,162.15,0.00,1776431253599,1
-19.87029838,-43.96285629,162.15,0.00,1776431253599,1
-19.87029838,-43.96285629,162.15,0.00,1776431253599,1
-19.87029838,-43.96285629,162.16,0.00,1776431254599,1
-19.87029838,-43.96285629,162.16,0.00,1776431254599,1
-19.87029838,-43.96285629,162.16,0.00,1776431254599,1
-19.87029838,-43.96286010,162.16,0.00,1776431255200,1
-19.87029838,-43.96286010,162.16,0.00,1776431255200,1
-19.87029838,-43.96286010,162.16,0.00,1776431255200,1
-19.87029838,-43.96286010,162.16,0.00,1776431255200,1
-19.87029838,-43.96286010,162.32,0.00,1776431255799,1
-19.87029838,-43.96286010,162.32,0.00,1776431255799,1
-19.87029838,-43.96286010,162.32,0.00,1776431255799,1
-19.87029838,-43.96286010,162.52,0.00,1776431255799,1
-19.87029838,-43.96286010,162.52,0.00,1776431255799,1
-19.87029838,-43.96286010,162.52,0.00,1776431255799,1
-19.87029838,-43.96286010,162.54,0.00,1776431257200,1
-19.87029838,-43.96286010,162.54,0.00,1776431257200,1
-19.87029838,-43.96286010,162.54,0.00,1776431257200,1
-19.87029838,-43.96286010,162.54,0.00,1776431257200,1
-19.87029838,-43.96286010,162.56,0.00,1776431258000,1
-19.87029838,-43.96286010,162.56,0.00,1776431258000,1
-19.87029838,-43.96286010,162.56,0.00,1776431258000,1
-19.87029838,-43.96285629,162.56,0.00,1776431258599,1
-19.87029838,-43.96285629,162.56,0.00,1776431258599,1
-19.87029838,-43.96285629,162.56,0.00,1776431258599,1
-19.87029838,-43.96285629,162.59,0.00,1776431259200,1
-19.87029838,-43.96285629,162.59,0.00,1776431259200,1
-19.87029838,-43.96285629,162.59,0.00,1776431259200,1
-19.87029838,-43.96285629,162.59,0.00,1776431259200,1
-19.87029457,-43.96285629,162.39,0.00,1776431259200,1
-19.87029457,-43.96285629,162.39,0.00,1776431260200,1
-19.87029457,-43.96285629,162.39,0.00,1776431260200,1
-19.87029457,-43.96285629,162.40,0.00,1776431260400,1
-19.87029457,-43.96285629,162.40,0.00,1776431260400,1
-19.87029457,-43.96285629,162.41,0.00,1776431260400,1
-19.87029457,-43.96285629,162.41,0.00,1776431260400,1
-19.87029457,-43.96285629,162.42,0.00,1776431261200,1
-19.87029075,-43.96285629,162.42,0.00,1776431261200,1
-19.87028884,-43.96285629,161.89,0.00,1776431261599,1
-19.87028884,-43.96285629,161.89,0.00,1776431262000,1
-19.87028884,-43.96285629,161.89,0.00,1776431262000,1
-19.87028884,-43.96285629,161.90,0.00,1776431262200,1
-19.87028884,-43.96285629,161.90,0.00,1776431262200,1
-19.87028884,-43.96285629,161.90,0.00,1776431262200,1
-19.87028884,-43.96285629,161.90,0.00,1776431263000,1
-19.87028694,-43.96285629,161.90,0.00,1776431263000,1
-19.87028694,-43.96285629,161.19,0.00,1776431263200,1
-19.87028694,-43.96285629,161.19,0.00,1776431263200,1
-19.87028694,-43.96285629,161.19,0.00,1776431263200,1
-19.87028694,-43.96285629,161.19,0.00,1776431264000,1
-19.87028694,-43.96285629,161.19,0.00,1776431264000,1
-19.87028694,-43.96285629,161.19,0.00,1776431264000,1
-19.87028694,-43.96285629,161.19,0.00,1776431264000,1
-19.87028694,-43.96285629,161.19,0.00,1776431264000,1
-19.87028694,-43.96285629,161.19,0.00,1776431264799,1
-19.87028694,-43.96285629,161.19,0.00,1776431264799,1
-19.87028694,-43.96285629,161.19,0.00,1776431264799,1
-19.87028694,-43.96285629,161.19,0.00,1776431264799,1
-19.87028694,-43.96285629,161.19,0.00,1776431265599,1
-19.87028694,-43.96285629,161.19,0.00,1776431265599,1
-19.87028694,-43.96285629,161.19,0.00,1776431265599,1
-19.87028694,-43.96285629,161.19,0.00,1776431266200,1
-19.87028694,-43.96285629,161.19,0.00,1776431266200,1
-19.87028694,-43.96285629,161.19,0.00,1776431266200,1
-19.87028694,-43.96285629,161.19,0.00,1776431266599,1
-19.87028694,-43.96285629,161.19,0.00,1776431267200,1
-19.87028694,-43.96285629,161.19,0.00,1776431267400,1
-19.87028694,-43.96285629,161.19,0.00,1776431267400,1
-19.87028694,-43.96285629,161.19,0.00,1776431267400,1
-19.87028694,-43.96285629,161.19,0.00,1776431268000,1
-19.87028694,-43.96285629,161.19,0.00,1776431268000,1
-19.87028694,-43.96285629,161.19,0.00,1776431268000,1
-19.87028694,-43.96285629,161.19,0.00,1776431268000,1
-19.87028694,-43.96285629,161.19,0.00,1776431268000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431269000,1
-19.87028694,-43.96285629,161.19,0.00,1776431270200,1
-19.87028694,-43.96285629,161.19,0.00,1776431270200,1
-19.87028694,-43.96285629,161.19,0.00,1776431270599,1
-19.87028694,-43.96285629,161.19,0.00,1776431270599,1
-19.87028694,-43.96285629,161.19,0.00,1776431271000,1
-19.87028694,-43.96285629,161.19,0.00,1776431271000,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431271400,1
-19.87028694,-43.96285629,161.19,0.00,1776431272599,1
-19.87028694,-43.96285629,161.19,0.00,1776431273000,1
-19.87028694,-43.96285629,161.19,0.00,1776431273000,1
-19.87028694,-43.96285629,161.19,0.00,1776431273000,1
-19.87028694,-43.96285629,161.19,0.00,1776431273000,1
-19.87028694,-43.96285629,161.19,0.00,1776431273599,1
-19.87028694,-43.96285629,161.19,0.00,1776431273599,1
-19.87028694,-43.96285629,161.19,0.00,1776431273599,1
-19.87028694,-43.96285629,161.19,0.00,1776431274200,1
-19.87028694,-43.96285629,161.19,0.00,1776431274200,1
-19.87028694,-43.96285629,161.19,0.00,1776431274599,1
-19.87028694,-43.96285629,161.19,0.00,1776431275000,1
-19.87028694,-43.96285629,161.19,0.00,1776431275000,1
-19.87028694,-43.96285629,161.19,0.00,1776431275000,1
